date,predicted_demand_teu,confidence_interval_lower,confidence_interval_upper,week
2025-08-30 15:56:51.449456,0,0.0,0.0,35
2025-08-31 15:56:51.449456,0,0.0,0.0,35
2025-09-01 15:56:51.449456,0,0.0,0.0,36
2025-09-02 15:56:51.449456,0,0.0,0.0,36
2025-09-03 15:56:51.449456,0,0.0,0.0,36
2025-09-04 15:56:51.449456,0,0.0,0.0,36
2025-09-05 15:56:51.449456,0,0.0,0.0,36
